Stock,Model,Horizon_H,Horizon_Type,Hypothesis,Regime,MAE,RMSE,R2,Direction_Accuracy
VID,LSTM_MLP,5,short,H4,Overall,0.17911359324179082,0.22309636167327038,-6.602823440725051,0.527927927927928
VID,LSTM_MLP,5,short,H4,HighVol,0.17911359324179082,0.22309636167327038,-6.602823440725051,0.527927927927928
VID,SVR,10,short,H4,Overall,0.1128207966538149,0.15334595751510757,-1.029785963380069,0.3447653429602888
VID,SVR,10,short,H4,HighVol,0.1128207966538149,0.15334595751510757,-1.029785963380069,0.3447653429602888
VID,RF,10,short,H4,Overall,0.13456628113060884,0.17297278633380023,-1.582623771919324,0.3700361010830325
VID,RF,10,short,H4,HighVol,0.13456628113060884,0.17297278633380023,-1.582623771919324,0.3700361010830325
VID,LSTM_MLP,10,short,H4,Overall,0.1862961192793691,0.22554508569860612,-3.3910898062595605,0.5126353790613718
VID,LSTM_MLP,10,short,H4,HighVol,0.1862961192793691,0.22554508569860612,-3.3910898062595605,0.5126353790613718
VID,SVR,30,medium,H4,Overall,0.20692938480776718,0.26917781486882153,-1.9452310597337,0.2781818181818182
VID,SVR,30,medium,H4,HighVol,0.20692938480776718,0.26917781486882153,-1.9452310597337,0.2781818181818182
VID,RF,30,medium,H4,Overall,0.20245452145711437,0.2563005516276869,-1.6701762395107882,0.2781818181818182
VID,RF,30,medium,H4,HighVol,0.20245452145711437,0.2563005516276869,-1.6701762395107882,0.2781818181818182
VID,LSTM_MLP,30,medium,H4,Overall,0.20850601624014392,0.2595636075944225,-1.738599020743412,0.4072727272727273
VID,LSTM_MLP,30,medium,H4,HighVol,0.20850601624014392,0.2595636075944225,-1.738599020743412,0.4072727272727273
VID,SVR,60,long,H4,Overall,0.28323794300134214,0.34803796841878043,-2.2023636724611797,0.2775735294117647
VID,SVR,60,long,H4,HighVol,0.28323794300134214,0.34803796841878043,-2.2023636724611797,0.2775735294117647
VID,RF,60,long,H4,Overall,0.29885363457877934,0.354923259488909,-2.330322743085558,0.31985294117647056
VID,RF,60,long,H4,HighVol,0.29885363457877934,0.354923259488909,-2.330322743085558,0.31985294117647056
VID,LSTM_MLP,60,long,H4,Overall,0.41919215677638405,0.5028352041955325,-5.684497296275564,0.23713235294117646
VID,LSTM_MLP,60,long,H4,HighVol,0.41919215677638405,0.5028352041955325,-5.684497296275564,0.23713235294117646
AZN,SVR,5,short,H4,Overall,0.031091991176203513,0.04065833447252121,-0.7070172551326965,0.5477477477477477
AZN,SVR,5,short,H4,HighVol,0.031091991176203513,0.04065833447252121,-0.7070172551326965,0.5477477477477477
AZN,RF,5,short,H4,Overall,0.0276763564008841,0.03656615548566456,-0.3806937086487121,0.5099099099099099
AZN,RF,5,short,H4,HighVol,0.0276763564008841,0.03656615548566456,-0.3806937086487121,0.5099099099099099
AZN,LSTM_MLP,5,short,H4,Overall,0.04950334788303547,0.07046778493327678,-4.1276690016643816,0.5063063063063064
AZN,LSTM_MLP,5,short,H4,HighVol,0.04950334788303547,0.07046778493327678,-4.1276690016643816,0.5063063063063064
AZN,SVR,10,short,H4,Overall,0.03751429232748406,0.05023394155365966,-0.16442707984393645,0.5054151624548736
AZN,SVR,10,short,H4,HighVol,0.03751429232748406,0.05023394155365966,-0.16442707984393645,0.5054151624548736
AZN,RF,10,short,H4,Overall,0.03934782459812412,0.05168189234029894,-0.2325217700451454,0.5216606498194946
AZN,RF,10,short,H4,HighVol,0.03934782459812412,0.05168189234029894,-0.2325217700451454,0.5216606498194946
AZN,LSTM_MLP,10,short,H4,Overall,0.06685724374157545,0.08331395285397607,-2.2029729080872538,0.5216606498194946
AZN,LSTM_MLP,10,short,H4,HighVol,0.06685724374157545,0.08331395285397607,-2.2029729080872538,0.5216606498194946
AZN,SVR,30,medium,H4,Overall,0.057080198055250185,0.06922520257296293,0.11757867839964642,0.6527272727272727
AZN,SVR,30,medium,H4,HighVol,0.057080198055250185,0.06922520257296293,0.11757867839964642,0.6527272727272727
AZN,RF,30,medium,H4,Overall,0.06680485859178555,0.08230779894243963,-0.24746824357542008,0.6872727272727273
AZN,RF,30,medium,H4,HighVol,0.06680485859178555,0.08230779894243963,-0.24746824357542008,0.6872727272727273
AZN,LSTM_MLP,30,medium,H4,Overall,0.07021562402412955,0.08962861932410052,-0.4792478118052452,0.5672727272727273
AZN,LSTM_MLP,30,medium,H4,HighVol,0.07021562402412955,0.08962861932410052,-0.4792478118052452,0.5672727272727273
AZN,SVR,60,long,H4,Overall,0.137970345353696,0.17394668455914628,-2.073184251574643,0.4889705882352941
AZN,SVR,60,long,H4,HighVol,0.137970345353696,0.17394668455914628,-2.073184251574643,0.4889705882352941
AZN,RF,60,long,H4,Overall,0.07793701046317952,0.09531188039120976,0.0773215793681058,0.6433823529411765
AZN,RF,60,long,H4,HighVol,0.07793701046317952,0.09531188039120976,0.0773215793681058,0.6433823529411765
AZN,LSTM_MLP,60,long,H4,Overall,0.08609566481116931,0.10230071260061076,-0.0629518836379912,0.6139705882352942
AZN,LSTM_MLP,60,long,H4,HighVol,0.08609566481116931,0.10230071260061076,-0.0629518836379912,0.6139705882352942
SPX,SVR,5,short,H4,Overall,0.032600481548987204,0.0411467907021875,-0.2680620861083154,0.5459459459459459
SPX,SVR,5,short,H4,HighVol,0.032600481548987204,0.0411467907021875,-0.2680620861083154,0.5459459459459459
SPX,RF,5,short,H4,Overall,0.03129783703200154,0.038853741337292205,-0.13066584155401584,0.47387387387387386
SPX,RF,5,short,H4,HighVol,0.03129783703200154,0.038853741337292205,-0.13066584155401584,0.47387387387387386
SPX,LSTM_MLP,5,short,H4,Overall,0.06568805974326435,0.08304695487374672,-4.165543318168524,0.5351351351351351
SPX,LSTM_MLP,5,short,H4,HighVol,0.06568805974326435,0.08304695487374672,-4.165543318168524,0.5351351351351351
SPX,SVR,10,short,H4,Overall,0.04725602839248407,0.05921816617417957,-0.27784254264126695,0.49458483754512633
SPX,SVR,10,short,H4,HighVol,0.04725602839248407,0.05921816617417957,-0.27784254264126695,0.49458483754512633
SPX,RF,10,short,H4,Overall,0.051346505691907546,0.06192959933684671,-0.39753912375862677,0.4711191335740072
SPX,RF,10,short,H4,HighVol,0.051346505691907546,0.06192959933684671,-0.39753912375862677,0.4711191335740072
SPX,LSTM_MLP,10,short,H4,Overall,0.07428922701258796,0.09285717235169345,-2.1419432989118863,0.5577617328519856
SPX,LSTM_MLP,10,short,H4,HighVol,0.07428922701258796,0.09285717235169345,-2.1419432989118863,0.5577617328519856
SPX,SVR,30,medium,H4,Overall,0.11063130410123642,0.1348174265573059,-1.485933759489007,0.5018181818181818
SPX,SVR,30,medium,H4,HighVol,0.11063130410123642,0.1348174265573059,-1.485933759489007,0.5018181818181818
SPX,RF,30,medium,H4,Overall,0.09799709582577001,0.11633915941771887,-0.8511828983589833,0.6181818181818182
SPX,RF,30,medium,H4,HighVol,0.09799709582577001,0.11633915941771887,-0.8511828983589833,0.6181818181818182
SPX,LSTM_MLP,30,medium,H4,Overall,0.09430892581700187,0.11458154857222941,-0.7956713820314487,0.5581818181818182
SPX,LSTM_MLP,30,medium,H4,HighVol,0.09430892581700187,0.11458154857222941,-0.7956713820314487,0.5581818181818182
SPX,SVR,60,long,H4,Overall,0.1655258912635416,0.22233633704326508,-2.961791686214083,0.40808823529411764
SPX,SVR,60,long,H4,HighVol,0.1655258912635416,0.22233633704326508,-2.961791686214083,0.40808823529411764
SPX,RF,60,long,H4,Overall,0.10730600404407878,0.1313436411391497,-0.3825754687435483,0.6084558823529411
SPX,RF,60,long,H4,HighVol,0.10730600404407878,0.1313436411391497,-0.3825754687435483,0.6084558823529411
SPX,LSTM_MLP,60,long,H4,Overall,0.11078162846927553,0.13548851220705713,-0.4712134650565445,0.5477941176470589
SPX,LSTM_MLP,60,long,H4,HighVol,0.11078162846927553,0.13548851220705713,-0.4712134650565445,0.5477941176470589
SYNT,SVR,5,short,H4,Overall,0.12156488248247015,0.16883306992651267,-2.419264379370001,0.5927927927927928
SYNT,SVR,5,short,H4,HighVol,0.12156488248247015,0.16883306992651267,-2.419264379370001,0.5927927927927928
SYNT,RF,5,short,H4,Overall,0.19550412650701424,0.2265807604800253,-5.1583406362817215,0.5891891891891892
SYNT,RF,5,short,H4,HighVol,0.19550412650701424,0.2265807604800253,-5.1583406362817215,0.5891891891891892
SYNT,LSTM_MLP,5,short,H4,Overall,0.23178308246673426,0.2639069901178251,-7.354480203496198,0.5945945945945946
SYNT,LSTM_MLP,5,short,H4,HighVol,0.23178308246673426,0.2639069901178251,-7.354480203496198,0.5945945945945946
SYNT,SVR,10,short,H4,Overall,0.16508510233674978,0.21419865428461546,-1.4503963134747413,0.6028880866425993
SYNT,SVR,10,short,H4,HighVol,0.16508510233674978,0.21419865428461546,-1.4503963134747413,0.6028880866425993
SYNT,RF,10,short,H4,Overall,0.28875652241195865,0.31660808876378316,-4.353611677512408,0.6028880866425993
SYNT,RF,10,short,H4,HighVol,0.28875652241195865,0.31660808876378316,-4.353611677512408,0.6028880866425993
SYNT,LSTM_MLP,10,short,H4,Overall,0.2817474880034598,0.321377842328276,-4.5161328314811335,0.6119133574007221
SYNT,LSTM_MLP,10,short,H4,HighVol,0.2817474880034598,0.321377842328276,-4.5161328314811335,0.6119133574007221
SYNT,SVR,30,medium,H4,Overall,0.3406247904738111,0.44616303014132996,-1.6998227914289776,0.6963636363636364
SYNT,SVR,30,medium,H4,HighVol,0.3406247904738111,0.44616303014132996,-1.6998227914289776,0.6963636363636364
SYNT,RF,30,medium,H4,Overall,0.2767589896872724,0.355331276987593,-0.7124384495405853,0.42
SYNT,RF,30,medium,H4,HighVol,0.2767589896872724,0.355331276987593,-0.7124384495405853,0.42
SYNT,LSTM_MLP,30,medium,H4,Overall,0.7230608911196079,0.7898439756865363,-7.461175774343884,0.6927272727272727
SYNT,LSTM_MLP,30,medium,H4,HighVol,0.7230608911196079,0.7898439756865363,-7.461175774343884,0.6927272727272727
SYNT,SVR,60,long,H4,Overall,0.42702125463009655,0.5024694165509572,-0.4486437929001299,0.7224264705882353
SYNT,SVR,60,long,H4,HighVol,0.42702125463009655,0.5024694165509572,-0.4486437929001299,0.7224264705882353
SYNT,RF,60,long,H4,Overall,0.4586063448817087,0.5379036832863815,-0.6601654832267971,0.4007352941176471
SYNT,RF,60,long,H4,HighVol,0.4586063448817087,0.5379036832863815,-0.6601654832267971,0.4007352941176471
SYNT,LSTM_MLP,60,long,H4,Overall,0.4758005356481982,0.56402326944029,-0.8253089667576805,0.7849264705882353
SYNT,LSTM_MLP,60,long,H4,HighVol,0.4758005356481982,0.56402326944029,-0.8253089667576805,0.7849264705882353
VP,SVR,5,short,H4,Overall,0.03642537384982145,0.047935437155672424,-0.6905179137317077,0.4954954954954955
VP,SVR,5,short,H4,HighVol,0.03642537384982145,0.047935437155672424,-0.6905179137317077,0.4954954954954955
VP,RF,5,short,H4,Overall,0.036869215086899665,0.0503459773911415,-0.8648158222893407,0.4954954954954955
VP,RF,5,short,H4,HighVol,0.036869215086899665,0.0503459773911415,-0.8648158222893407,0.4954954954954955
VP,LSTM_MLP,5,short,H4,Overall,0.05595112216058507,0.07263589764618458,-2.881584173509573,0.4144144144144144
VP,LSTM_MLP,5,short,H4,HighVol,0.05595112216058507,0.07263589764618458,-2.881584173509573,0.4144144144144144
VP,SVR,10,short,H4,Overall,0.07273495056315281,0.09289156044414103,-2.6734040973058333,0.41155234657039713
VP,SVR,10,short,H4,HighVol,0.07273495056315281,0.09289156044414103,-2.6734040973058333,0.41155234657039713
VP,RF,10,short,H4,Overall,0.04891224787891973,0.06305665286154499,-0.6926922946068657,0.44945848375451264
VP,RF,10,short,H4,HighVol,0.04891224787891973,0.06305665286154499,-0.6926922946068657,0.44945848375451264
VP,LSTM_MLP,10,short,H4,Overall,0.06589502773097582,0.0851413558650435,-2.0860098868475507,0.388086642599278
VP,LSTM_MLP,10,short,H4,HighVol,0.06589502773097582,0.0851413558650435,-2.0860098868475507,0.388086642599278
VP,SVR,30,medium,H4,Overall,0.1207642381498162,0.14452697138849793,-1.4619748887358606,0.33454545454545453
VP,SVR,30,medium,H4,HighVol,0.1207642381498162,0.14452697138849793,-1.4619748887358606,0.33454545454545453
VP,RF,30,medium,H4,Overall,0.10929700805983035,0.1429582142969494,-1.4088183141559796,0.3381818181818182
VP,RF,30,medium,H4,HighVol,0.10929700805983035,0.1429582142969494,-1.4088183141559796,0.3381818181818182
VP,LSTM_MLP,30,medium,H4,Overall,0.10554724694031907,0.12588242587529092,-0.8677382898009405,0.35818181818181816
VP,LSTM_MLP,30,medium,H4,HighVol,0.10554724694031907,0.12588242587529092,-0.8677382898009405,0.35818181818181816
VP,SVR,60,long,H4,Overall,0.17458285839135712,0.19976229752436106,-1.3987751262220933,0.3860294117647059
VP,SVR,60,long,H4,HighVol,0.17458285839135712,0.19976229752436106,-1.3987751262220933,0.3860294117647059
VP,RF,60,long,H4,Overall,0.1557582095814622,0.18534596433309602,-1.065041371041751,0.33088235294117646
VP,RF,60,long,H4,HighVol,0.1557582095814622,0.18534596433309602,-1.065041371041751,0.33088235294117646
VP,LSTM_MLP,60,long,H4,Overall,0.16076019212667916,0.18242178370520548,-1.0003955695480604,0.3382352941176471
VP,LSTM_MLP,60,long,H4,HighVol,0.16076019212667916,0.18242178370520548,-1.0003955695480604,0.3382352941176471
SRE,SVR,5,short,H4,Overall,0.03710478231822494,0.04688800055027942,-0.6149721937828223,0.4756756756756757
SRE,SVR,5,short,H4,HighVol,0.03710478231822494,0.04688800055027942,-0.6149721937828223,0.4756756756756757
SRE,RF,5,short,H4,Overall,0.031334674861345675,0.039590392729532714,-0.15138678885136647,0.4918918918918919
SRE,RF,5,short,H4,HighVol,0.031334674861345675,0.039590392729532714,-0.15138678885136647,0.4918918918918919
SRE,LSTM_MLP,5,short,H4,Overall,0.06418076567671309,0.07743176042970944,-3.4043303747924423,0.5351351351351351
SRE,LSTM_MLP,5,short,H4,HighVol,0.06418076567671309,0.07743176042970944,-3.4043303747924423,0.5351351351351351
SRE,SVR,10,short,H4,Overall,0.05856031192022424,0.07441488506049711,-1.0063888605744031,0.48736462093862815
SRE,SVR,10,short,H4,HighVol,0.05856031192022424,0.07441488506049711,-1.0063888605744031,0.48736462093862815
SRE,RF,10,short,H4,Overall,0.04590107336033948,0.05825548817897922,-0.22961504782143494,0.47653429602888087
SRE,RF,10,short,H4,HighVol,0.04590107336033948,0.05825548817897922,-0.22961504782143494,0.47653429602888087
SRE,LSTM_MLP,10,short,H4,Overall,0.0724872448098289,0.08920991918400488,-1.8835120408461683,0.49458483754512633
SRE,LSTM_MLP,10,short,H4,HighVol,0.0724872448098289,0.08920991918400488,-1.8835120408461683,0.49458483754512633
SRE,SVR,30,medium,H4,Overall,0.16758865505231665,0.19628015046029243,-5.035729683934293,0.5054545454545455
SRE,SVR,30,medium,H4,HighVol,0.16758865505231665,0.19628015046029243,-5.035729683934293,0.5054545454545455
SRE,RF,30,medium,H4,Overall,0.08256980391322809,0.10615942353874269,-0.7656073169980495,0.56
SRE,RF,30,medium,H4,HighVol,0.08256980391322809,0.10615942353874269,-0.7656073169980495,0.56
SRE,LSTM_MLP,30,medium,H4,Overall,0.08721780805950397,0.1136102382231542,-1.0221434349063077,0.5654545454545454
SRE,LSTM_MLP,30,medium,H4,HighVol,0.08721780805950397,0.1136102382231542,-1.0221434349063077,0.5654545454545454
SRE,SVR,60,long,H4,Overall,0.21776605125747117,0.2551854965441914,-7.102770940279351,0.5459558823529411
SRE,SVR,60,long,H4,HighVol,0.21776605125747117,0.2551854965441914,-7.102770940279351,0.5459558823529411
SRE,RF,60,long,H4,Overall,0.13962365678496877,0.17226477825583092,-2.692449509429013,0.46691176470588236
SRE,RF,60,long,H4,HighVol,0.13962365678496877,0.17226477825583092,-2.692449509429013,0.46691176470588236
SRE,LSTM_MLP,60,long,H4,Overall,0.12703814676170105,0.152262493993959,-1.8847452354797523,0.5349264705882353
SRE,LSTM_MLP,60,long,H4,HighVol,0.12703814676170105,0.152262493993959,-1.8847452354797523,0.5349264705882353
