Stock,Model,Horizon_H,Horizon_Type,Hypothesis,Regime,MAE,RMSE,R2,Direction_Accuracy
MGAM,SVR,5,short,H4,Overall,0.029779555998677123,0.03773769500744707,-0.16692355037112283,0.4702702702702703
MGAM,SVR,5,short,H4,HighVol,0.029779555998677123,0.03773769500744707,-0.16692355037112283,0.4702702702702703
MGAM,RF,5,short,H4,Overall,0.026611035506008657,0.03495872351551656,-0.0013889551598118555,0.5063063063063064
MGAM,RF,5,short,H4,HighVol,0.026611035506008657,0.03495872351551656,-0.0013889551598118555,0.5063063063063064
MGAM,LSTM_MLP,5,short,H4,Overall,0.05865532072226944,0.07305887069708016,-3.3735850254327318,0.4666666666666667
MGAM,LSTM_MLP,5,short,H4,HighVol,0.05865532072226944,0.07305887069708016,-3.3735850254327318,0.4666666666666667
MGAM,SVR,10,short,H4,Overall,0.04873792736953975,0.061781245757547905,-0.5446993533803453,0.51985559566787
MGAM,SVR,10,short,H4,HighVol,0.04873792736953975,0.061781245757547905,-0.5446993533803453,0.51985559566787
MGAM,RF,10,short,H4,Overall,0.03981820877560308,0.05150180859172741,-0.07343463342993362,0.5595667870036101
MGAM,RF,10,short,H4,HighVol,0.03981820877560308,0.05150180859172741,-0.07343463342993362,0.5595667870036101
MGAM,LSTM_MLP,10,short,H4,Overall,0.06583704846997945,0.08223650020708577,-1.7369059981927761,0.4675090252707581
MGAM,LSTM_MLP,10,short,H4,HighVol,0.06583704846997945,0.08223650020708577,-1.7369059981927761,0.4675090252707581
MGAM,SVR,30,medium,H4,Overall,0.09361498420823913,0.12180487366435971,-0.7285379403740257,0.6090909090909091
MGAM,SVR,30,medium,H4,HighVol,0.09361498420823913,0.12180487366435971,-0.7285379403740257,0.6090909090909091
MGAM,RF,30,medium,H4,Overall,0.07252658409212649,0.0929606046448794,-0.0068098710570436705,0.5872727272727273
MGAM,RF,30,medium,H4,HighVol,0.07252658409212649,0.0929606046448794,-0.0068098710570436705,0.5872727272727273
MGAM,LSTM_MLP,30,medium,H4,Overall,0.08710997163871771,0.11100317486941143,-0.43555681796221046,0.5454545454545454
MGAM,LSTM_MLP,30,medium,H4,HighVol,0.08710997163871771,0.11100317486941143,-0.43555681796221046,0.5454545454545454
MGAM,SVR,60,long,H4,Overall,0.11780314312589535,0.16445485671565876,-0.5678854389689025,0.5919117647058824
MGAM,SVR,60,long,H4,HighVol,0.11780314312589535,0.16445485671565876,-0.5678854389689025,0.5919117647058824
MGAM,RF,60,long,H4,Overall,0.1475184382614387,0.19359080761725692,-1.1726530655173981,0.5238970588235294
MGAM,RF,60,long,H4,HighVol,0.1475184382614387,0.19359080761725692,-1.1726530655173981,0.5238970588235294
MGAM,LSTM_MLP,60,long,H4,Overall,0.11321397891205986,0.14089421954716272,-0.15081965561479493,0.6158088235294118
MGAM,LSTM_MLP,60,long,H4,HighVol,0.11321397891205986,0.14089421954716272,-0.15081965561479493,0.6158088235294118
ICGT,SVR,5,short,H4,Overall,0.04013268757409686,0.04931544400605481,-1.8773470141592945,0.4828828828828829
ICGT,SVR,5,short,H4,HighVol,0.04013268757409686,0.04931544400605481,-1.8773470141592945,0.4828828828828829
ICGT,RF,5,short,H4,Overall,0.026236985564315567,0.03321452387820351,-0.3052160612458832,0.4846846846846847
ICGT,RF,5,short,H4,HighVol,0.026236985564315567,0.03321452387820351,-0.3052160612458832,0.4846846846846847
ICGT,LSTM_MLP,5,short,H4,Overall,0.0469298089759577,0.05920535472399703,-3.1471364197581453,0.4864864864864865
ICGT,LSTM_MLP,5,short,H4,HighVol,0.0469298089759577,0.05920535472399703,-3.1471364197581453,0.4864864864864865
ICGT,SVR,10,short,H4,Overall,0.051374294782206016,0.0651198371468298,-1.5124896131923755,0.4566787003610108
ICGT,SVR,10,short,H4,HighVol,0.051374294782206016,0.0651198371468298,-1.5124896131923755,0.4566787003610108
ICGT,RF,10,short,H4,Overall,0.036663105003820605,0.04710429209916676,-0.31461513009445397,0.5288808664259927
ICGT,RF,10,short,H4,HighVol,0.036663105003820605,0.04710429209916676,-0.31461513009445397,0.5288808664259927
ICGT,LSTM_MLP,10,short,H4,Overall,0.06621349645754428,0.08315304156769524,-3.096697929178961,0.48736462093862815
ICGT,LSTM_MLP,10,short,H4,HighVol,0.06621349645754428,0.08315304156769524,-3.096697929178961,0.48736462093862815
ICGT,SVR,30,medium,H4,Overall,0.17566763439049154,0.21812493775536343,-10.867937687185208,0.39090909090909093
ICGT,SVR,30,medium,H4,HighVol,0.17566763439049154,0.21812493775536343,-10.867937687185208,0.39090909090909093
ICGT,RF,30,medium,H4,Overall,0.17972819253975672,0.2519196218359633,-14.83028041781669,0.42363636363636364
ICGT,RF,30,medium,H4,HighVol,0.17972819253975672,0.2519196218359633,-14.83028041781669,0.42363636363636364
ICGT,LSTM_MLP,30,medium,H4,Overall,0.16665651573668097,0.19625627656821198,-8.607529500908521,0.42363636363636364
ICGT,LSTM_MLP,30,medium,H4,HighVol,0.16665651573668097,0.19625627656821198,-8.607529500908521,0.42363636363636364
ICGT,SVR,60,long,H4,Overall,0.5385784523297393,0.5883127100043221,-59.618935099266274,0.3860294117647059
ICGT,SVR,60,long,H4,HighVol,0.5385784523297393,0.5883127100043221,-59.618935099266274,0.3860294117647059
ICGT,RF,60,long,H4,Overall,0.2282693870016447,0.24778681893862828,-9.75346042744459,0.28860294117647056
ICGT,RF,60,long,H4,HighVol,0.2282693870016447,0.24778681893862828,-9.75346042744459,0.28860294117647056
ICGT,LSTM_MLP,60,long,H4,Overall,0.2693652210855372,0.30105898155500826,-14.87431584136979,0.39338235294117646
ICGT,LSTM_MLP,60,long,H4,HighVol,0.2693652210855372,0.30105898155500826,-14.87431584136979,0.39338235294117646
PAY,SVR,5,short,H4,Overall,0.031208595857295615,0.04050188496957429,-0.1325262085118526,0.46126126126126127
PAY,SVR,5,short,H4,HighVol,0.031208595857295615,0.04050188496957429,-0.1325262085118526,0.46126126126126127
PAY,RF,5,short,H4,Overall,0.058743791593441085,0.06997024508965254,-2.3800613234815455,0.4990990990990991
PAY,RF,5,short,H4,HighVol,0.058743791593441085,0.06997024508965254,-2.3800613234815455,0.4990990990990991
PAY,LSTM_MLP,5,short,H4,Overall,0.0789716967119762,0.10279464203311792,-6.295225930049277,0.4972972972972973
PAY,LSTM_MLP,5,short,H4,HighVol,0.0789716967119762,0.10279464203311792,-6.295225930049277,0.4972972972972973
PAY,SVR,10,short,H4,Overall,0.08771028898301275,0.10827885933029821,-2.6794194249827115,0.4855595667870036
PAY,SVR,10,short,H4,HighVol,0.08771028898301275,0.10827885933029821,-2.6794194249827115,0.4855595667870036
PAY,RF,10,short,H4,Overall,0.090864310495402,0.10688150343413245,-2.585065221580412,0.49097472924187724
PAY,RF,10,short,H4,HighVol,0.090864310495402,0.10688150343413245,-2.585065221580412,0.49097472924187724
PAY,LSTM_MLP,10,short,H4,Overall,0.09457185456680785,0.12144612576902845,-3.6287026542477614,0.5090252707581228
PAY,LSTM_MLP,10,short,H4,HighVol,0.09457185456680785,0.12144612576902845,-3.6287026542477614,0.5090252707581228
PAY,SVR,30,medium,H4,Overall,0.1820144622503731,0.24170424292397,-5.288677924796561,0.5436363636363636
PAY,SVR,30,medium,H4,HighVol,0.1820144622503731,0.24170424292397,-5.288677924796561,0.5436363636363636
PAY,RF,30,medium,H4,Overall,0.13496199617361176,0.16243702238118998,-1.8402779633683375,0.5236363636363637
PAY,RF,30,medium,H4,HighVol,0.13496199617361176,0.16243702238118998,-1.8402779633683375,0.5236363636363637
PAY,LSTM_MLP,30,medium,H4,Overall,0.20231323884414684,0.24010892754136734,-5.205937827981861,0.5309090909090909
PAY,LSTM_MLP,30,medium,H4,HighVol,0.20231323884414684,0.24010892754136734,-5.205937827981861,0.5309090909090909
PAY,SVR,60,long,H4,Overall,0.15323105436952159,0.19123731245150724,-0.796225529816394,0.5992647058823529
PAY,SVR,60,long,H4,HighVol,0.15323105436952159,0.19123731245150724,-0.796225529816394,0.5992647058823529
PAY,RF,60,long,H4,Overall,0.15415690295843262,0.18080201996702844,-0.6055437996589585,0.5551470588235294
PAY,RF,60,long,H4,HighVol,0.15415690295843262,0.18080201996702844,-0.6055437996589585,0.5551470588235294
PAY,LSTM_MLP,60,long,H4,Overall,0.2708616740152843,0.30602324069791503,-3.5996461321725297,0.6139705882352942
PAY,LSTM_MLP,60,long,H4,HighVol,0.2708616740152843,0.30602324069791503,-3.5996461321725297,0.6139705882352942
BIOG,SVR,5,short,H4,Overall,0.03851499653433298,0.04825978260322912,-1.3086679284317433,0.527927927927928
BIOG,SVR,5,short,H4,HighVol,0.03851499653433298,0.04825978260322912,-1.3086679284317433,0.527927927927928
BIOG,RF,5,short,H4,Overall,0.025907263306168434,0.03320817512244227,-0.09315254114671934,0.5081081081081081
BIOG,RF,5,short,H4,HighVol,0.025907263306168434,0.03320817512244227,-0.09315254114671934,0.5081081081081081
BIOG,LSTM_MLP,5,short,H4,Overall,0.04975865071846061,0.062139907331467174,-2.827647628280671,0.47927927927927927
BIOG,LSTM_MLP,5,short,H4,HighVol,0.04975865071846061,0.062139907331467174,-2.827647628280671,0.47927927927927927
BIOG,SVR,10,short,H4,Overall,0.05315930954669711,0.06696580905896933,-1.4045462015475554,0.575812274368231
BIOG,SVR,10,short,H4,HighVol,0.05315930954669711,0.06696580905896933,-1.4045462015475554,0.575812274368231
BIOG,RF,10,short,H4,Overall,0.04345812391708365,0.054753626999395524,-0.6075062564072471,0.5180505415162455
BIOG,RF,10,short,H4,HighVol,0.04345812391708365,0.054753626999395524,-0.6075062564072471,0.5180505415162455
BIOG,LSTM_MLP,10,short,H4,Overall,0.05492628365150016,0.06763064798664366,-1.4525280477406142,0.4927797833935018
BIOG,LSTM_MLP,10,short,H4,HighVol,0.05492628365150016,0.06763064798664366,-1.4525280477406142,0.4927797833935018
BIOG,SVR,30,medium,H4,Overall,0.11090494093760085,0.12589908266686672,-1.7777652639007249,0.5236363636363637
BIOG,SVR,30,medium,H4,HighVol,0.11090494093760085,0.12589908266686672,-1.7777652639007249,0.5236363636363637
BIOG,RF,30,medium,H4,Overall,0.07152318587054318,0.08560128316815988,-0.2841358213261984,0.56
BIOG,RF,30,medium,H4,HighVol,0.07152318587054318,0.08560128316815988,-0.2841358213261984,0.56
BIOG,LSTM_MLP,30,medium,H4,Overall,0.07332121593697186,0.091379928149673,-0.4633628844436257,0.56
BIOG,LSTM_MLP,30,medium,H4,HighVol,0.07332121593697186,0.091379928149673,-0.4633628844436257,0.56
BIOG,SVR,60,long,H4,Overall,0.13976165217315653,0.16559603350965657,-1.8248688994786155,0.5625
BIOG,SVR,60,long,H4,HighVol,0.13976165217315653,0.16559603350965657,-1.8248688994786155,0.5625
BIOG,RF,60,long,H4,Overall,0.09873195818729602,0.12315168219245094,-0.5623528868103624,0.5827205882352942
BIOG,RF,60,long,H4,HighVol,0.09873195818729602,0.12315168219245094,-0.5623528868103624,0.5827205882352942
BIOG,LSTM_MLP,60,long,H4,Overall,0.09743483403723344,0.11772510809342786,-0.42769892668199483,0.5036764705882353
BIOG,LSTM_MLP,60,long,H4,HighVol,0.09743483403723344,0.11772510809342786,-0.42769892668199483,0.5036764705882353
GSK,SVR,5,short,H4,Overall,0.02832903275057141,0.03522862757870892,-0.6402429941588283,0.5099099099099099
GSK,SVR,5,short,H4,HighVol,0.02832903275057141,0.03522862757870892,-0.6402429941588283,0.5099099099099099
GSK,RF,5,short,H4,Overall,0.02389876843573576,0.030398721162816323,-0.22131409724975315,0.5387387387387388
GSK,RF,5,short,H4,HighVol,0.02389876843573576,0.030398721162816323,-0.22131409724975315,0.5387387387387388
GSK,LSTM_MLP,5,short,H4,Overall,0.08983603287720565,0.11921277326789445,-17.78288609734881,0.5171171171171172
GSK,LSTM_MLP,5,short,H4,HighVol,0.08983603287720565,0.11921277326789445,-17.78288609734881,0.5171171171171172
GSK,SVR,10,short,H4,Overall,0.03845459440419201,0.0506357795741649,-0.6839254188875576,0.516245487364621
GSK,SVR,10,short,H4,HighVol,0.03845459440419201,0.0506357795741649,-0.6839254188875576,0.516245487364621
GSK,RF,10,short,H4,Overall,0.033026684494971544,0.04236818384354609,-0.17892871863260273,0.5234657039711191
GSK,RF,10,short,H4,HighVol,0.033026684494971544,0.04236818384354609,-0.17892871863260273,0.5234657039711191
GSK,LSTM_MLP,10,short,H4,Overall,0.08946656782969158,0.11508680235552998,-7.6987910392212076,0.5108303249097473
GSK,LSTM_MLP,10,short,H4,HighVol,0.08946656782969158,0.11508680235552998,-7.6987910392212076,0.5108303249097473
GSK,SVR,30,medium,H4,Overall,0.06253382509820907,0.07819523051517142,-0.3847978704131576,0.6090909090909091
GSK,SVR,30,medium,H4,HighVol,0.06253382509820907,0.07819523051517142,-0.3847978704131576,0.6090909090909091
GSK,RF,30,medium,H4,Overall,0.055389712544750405,0.0691294160723671,-0.08230991097969476,0.5636363636363636
GSK,RF,30,medium,H4,HighVol,0.055389712544750405,0.0691294160723671,-0.08230991097969476,0.5636363636363636
GSK,LSTM_MLP,30,medium,H4,Overall,0.10457875659039388,0.13151929238335758,-2.917461938226962,0.56
GSK,LSTM_MLP,30,medium,H4,HighVol,0.10457875659039388,0.13151929238335758,-2.917461938226962,0.56
GSK,SVR,60,long,H4,Overall,0.10029911980326141,0.12269297686456543,-1.1059276339473714,0.5018382352941176
GSK,SVR,60,long,H4,HighVol,0.10029911980326141,0.12269297686456543,-1.1059276339473714,0.5018382352941176
GSK,RF,60,long,H4,Overall,0.08138634912424773,0.09727107781970307,-0.323644904719949,0.4264705882352941
GSK,RF,60,long,H4,HighVol,0.08138634912424773,0.09727107781970307,-0.323644904719949,0.4264705882352941
GSK,LSTM_MLP,60,long,H4,Overall,0.11775131993304952,0.15310080576541077,-2.2791326745961284,0.6286764705882353
GSK,LSTM_MLP,60,long,H4,HighVol,0.11775131993304952,0.15310080576541077,-2.2791326745961284,0.6286764705882353
JCGI,SVR,5,short,H4,Overall,0.03976582417229724,0.051882260852571895,-0.13001715187969443,0.4954954954954955
JCGI,SVR,5,short,H4,HighVol,0.03976582417229724,0.051882260852571895,-0.13001715187969443,0.4954954954954955
JCGI,RF,5,short,H4,Overall,0.036731532133874804,0.050221517725745464,-0.058831653851336485,0.4720720720720721
JCGI,RF,5,short,H4,HighVol,0.036731532133874804,0.050221517725745464,-0.058831653851336485,0.4720720720720721
JCGI,LSTM_MLP,5,short,H4,Overall,0.07545917364871269,0.09596751914446865,-2.8663021026841884,0.5117117117117117
JCGI,LSTM_MLP,5,short,H4,HighVol,0.07545917364871269,0.09596751914446865,-2.8663021026841884,0.5117117117117117
JCGI,SVR,10,short,H4,Overall,0.08961522228089863,0.10564024450754511,-1.0331275313437294,0.44765342960288806
JCGI,SVR,10,short,H4,HighVol,0.08961522228089863,0.10564024450754511,-1.0331275313437294,0.44765342960288806
JCGI,RF,10,short,H4,Overall,0.05946432913613445,0.0769380622513032,-0.07842094469956207,0.5
JCGI,RF,10,short,H4,HighVol,0.05946432913613445,0.0769380622513032,-0.07842094469956207,0.5
JCGI,LSTM_MLP,10,short,H4,Overall,0.09139553880553906,0.1175449699050647,-1.5171779811983694,0.5361010830324909
JCGI,LSTM_MLP,10,short,H4,HighVol,0.09139553880553906,0.1175449699050647,-1.5171779811983694,0.5361010830324909
JCGI,SVR,30,medium,H4,Overall,0.27491509955028237,0.3115292549619792,-5.44258354219061,0.42727272727272725
JCGI,SVR,30,medium,H4,HighVol,0.27491509955028237,0.3115292549619792,-5.44258354219061,0.42727272727272725
JCGI,RF,30,medium,H4,Overall,0.1848013611365651,0.2076643407539951,-1.8627685756381065,0.4254545454545455
JCGI,RF,30,medium,H4,HighVol,0.1848013611365651,0.2076643407539951,-1.8627685756381065,0.4254545454545455
JCGI,LSTM_MLP,30,medium,H4,Overall,0.10781570826489059,0.13717084133933555,-0.24906773668413495,0.5927272727272728
JCGI,LSTM_MLP,30,medium,H4,HighVol,0.10781570826489059,0.13717084133933555,-0.24906773668413495,0.5927272727272728
JCGI,SVR,60,long,H4,Overall,0.49150296787060055,0.5705860218012718,-10.64796975074137,0.49264705882352944
JCGI,SVR,60,long,H4,HighVol,0.49150296787060055,0.5705860218012718,-10.64796975074137,0.49264705882352944
JCGI,RF,60,long,H4,Overall,0.17832636446433384,0.21197948390664043,-0.6076653030289692,0.4742647058823529
JCGI,RF,60,long,H4,HighVol,0.17832636446433384,0.21197948390664043,-0.6076653030289692,0.4742647058823529
JCGI,LSTM_MLP,60,long,H4,Overall,0.17543966325822993,0.20905561590363522,-0.5636215779530567,0.5698529411764706
JCGI,LSTM_MLP,60,long,H4,HighVol,0.17543966325822993,0.20905561590363522,-0.5636215779530567,0.5698529411764706
IBT,SVR,5,short,H4,Overall,0.02484405227643263,0.03143454492159559,-0.45601863464938486,0.4918918918918919
IBT,SVR,5,short,H4,HighVol,0.02484405227643263,0.03143454492159559,-0.45601863464938486,0.4918918918918919
IBT,RF,5,short,H4,Overall,0.019822160176421976,0.025858124195493375,0.014749616856836956,0.5333333333333333
IBT,RF,5,short,H4,HighVol,0.019822160176421976,0.025858124195493375,0.014749616856836956,0.5333333333333333
IBT,LSTM_MLP,5,short,H4,Overall,0.03783655002608274,0.049100149769230904,-2.5523701497936644,0.4972972972972973
IBT,LSTM_MLP,5,short,H4,HighVol,0.03783655002608274,0.049100149769230904,-2.5523701497936644,0.4972972972972973
IBT,SVR,10,short,H4,Overall,0.03735126160599026,0.04758403192649213,-1.037565153708516,0.5379061371841155
IBT,SVR,10,short,H4,HighVol,0.03735126160599026,0.04758403192649213,-1.037565153708516,0.5379061371841155
IBT,RF,10,short,H4,Overall,0.027171843265751013,0.03485072576846343,-0.09298117456987454,0.555956678700361
IBT,RF,10,short,H4,HighVol,0.027171843265751013,0.03485072576846343,-0.09298117456987454,0.555956678700361
IBT,LSTM_MLP,10,short,H4,Overall,0.04242544924211804,0.05448946481815395,-1.6718625520092822,0.5667870036101083
IBT,LSTM_MLP,10,short,H4,HighVol,0.04242544924211804,0.05448946481815395,-1.6718625520092822,0.5667870036101083
IBT,SVR,30,medium,H4,Overall,0.07060321939467672,0.08532169103748605,-1.5176715391663693,0.5181818181818182
IBT,SVR,30,medium,H4,HighVol,0.07060321939467672,0.08532169103748605,-1.5176715391663693,0.5181818181818182
IBT,RF,30,medium,H4,Overall,0.04758975387965435,0.0596516939954776,-0.23062497414873406,0.5818181818181818
IBT,RF,30,medium,H4,HighVol,0.04758975387965435,0.0596516939954776,-0.23062497414873406,0.5818181818181818
IBT,LSTM_MLP,30,medium,H4,Overall,0.0618330098083874,0.07573908012386742,-0.9839019945239407,0.5436363636363636
IBT,LSTM_MLP,30,medium,H4,HighVol,0.0618330098083874,0.07573908012386742,-0.9839019945239407,0.5436363636363636
IBT,SVR,60,long,H4,Overall,0.0719910898742534,0.0910918513338168,-0.727465804627359,0.5753676470588235
IBT,SVR,60,long,H4,HighVol,0.0719910898742534,0.0910918513338168,-0.727465804627359,0.5753676470588235
IBT,RF,60,long,H4,Overall,0.05077001055041445,0.0642727962610745,0.13998744488782944,0.6930147058823529
IBT,RF,60,long,H4,HighVol,0.05077001055041445,0.0642727962610745,0.13998744488782944,0.6930147058823529
IBT,LSTM_MLP,60,long,H4,Overall,0.0897018916244599,0.10677667924489594,-1.3735764381091986,0.5827205882352942
IBT,LSTM_MLP,60,long,H4,HighVol,0.0897018916244599,0.10677667924489594,-1.3735764381091986,0.5827205882352942
BGCG,SVR,5,short,H4,Overall,0.04071912120479417,0.05133633913588651,-0.61813645570392,0.4486486486486487
BGCG,SVR,5,short,H4,HighVol,0.04071912120479417,0.05133633913588651,-0.61813645570392,0.4486486486486487
BGCG,RF,5,short,H4,Overall,0.028833435802125745,0.040151620778583086,0.010145154008214252,0.47927927927927927
BGCG,RF,5,short,H4,HighVol,0.028833435802125745,0.040151620778583086,0.010145154008214252,0.47927927927927927
BGCG,LSTM_MLP,5,short,H4,Overall,0.06454575969021456,0.08606333933632716,-3.547803986016863,0.47927927927927927
BGCG,LSTM_MLP,5,short,H4,HighVol,0.06454575969021456,0.08606333933632716,-3.547803986016863,0.47927927927927927
BGCG,SVR,10,short,H4,Overall,0.07773959190480849,0.09149566539729824,-1.2748724600311143,0.4151624548736462
BGCG,SVR,10,short,H4,HighVol,0.07773959190480849,0.09149566539729824,-1.2748724600311143,0.4151624548736462
BGCG,RF,10,short,H4,Overall,0.044326868492088375,0.06019375576699967,0.01540211853315343,0.4602888086642599
BGCG,RF,10,short,H4,HighVol,0.044326868492088375,0.06019375576699967,0.01540211853315343,0.4602888086642599
BGCG,LSTM_MLP,10,short,H4,Overall,0.07421324007099477,0.1000867681839516,-1.722133031178473,0.48375451263537905
BGCG,LSTM_MLP,10,short,H4,HighVol,0.07421324007099477,0.1000867681839516,-1.722133031178473,0.48375451263537905
BGCG,SVR,30,medium,H4,Overall,0.1191894067882701,0.1377170377697029,-0.7601053075996178,0.41818181818181815
BGCG,SVR,30,medium,H4,HighVol,0.1191894067882701,0.1377170377697029,-0.7601053075996178,0.41818181818181815
BGCG,RF,30,medium,H4,Overall,0.0865027773250058,0.10853574467329723,-0.09322332166952707,0.4781818181818182
BGCG,RF,30,medium,H4,HighVol,0.0865027773250058,0.10853574467329723,-0.09322332166952707,0.4781818181818182
BGCG,LSTM_MLP,30,medium,H4,Overall,0.11776082538936443,0.14421234876885766,-0.9300484340619717,0.3890909090909091
BGCG,LSTM_MLP,30,medium,H4,HighVol,0.11776082538936443,0.14421234876885766,-0.9300484340619717,0.3890909090909091
BGCG,SVR,60,long,H4,Overall,0.17089974384799037,0.20646480792263974,-1.034842479505437,0.4724264705882353
BGCG,SVR,60,long,H4,HighVol,0.17089974384799037,0.20646480792263974,-1.034842479505437,0.4724264705882353
BGCG,RF,60,long,H4,Overall,0.12955147997870417,0.15067218218800557,-0.08368953344346819,0.4172794117647059
BGCG,RF,60,long,H4,HighVol,0.12955147997870417,0.15067218218800557,-0.08368953344346819,0.4172794117647059
BGCG,LSTM_MLP,60,long,H4,Overall,0.14218111501848324,0.16970661975480214,-0.37478976048629264,0.4411764705882353
BGCG,LSTM_MLP,60,long,H4,HighVol,0.14218111501848324,0.16970661975480214,-0.37478976048629264,0.4411764705882353
BKG,SVR,5,short,H4,Overall,0.03506648658310217,0.044430724209515986,-1.0024513841143743,0.47927927927927927
BKG,SVR,5,short,H4,HighVol,0.03506648658310217,0.044430724209515986,-1.0024513841143743,0.47927927927927927
BKG,RF,5,short,H4,Overall,0.026443325584617768,0.034456843109915605,-0.20433183776355035,0.5711711711711712
BKG,RF,5,short,H4,HighVol,0.026443325584617768,0.034456843109915605,-0.20433183776355035,0.5711711711711712
BKG,LSTM_MLP,5,short,H4,Overall,0.04065016782343951,0.05297558379537906,-1.8467327610056117,0.5243243243243243
BKG,LSTM_MLP,5,short,H4,HighVol,0.04065016782343951,0.05297558379537906,-1.8467327610056117,0.5243243243243243
BKG,SVR,10,short,H4,Overall,0.059860726639423295,0.07537949444502066,-1.6775659086401271,0.5270758122743683
BKG,SVR,10,short,H4,HighVol,0.059860726639423295,0.07537949444502066,-1.6775659086401271,0.5270758122743683
BKG,RF,10,short,H4,Overall,0.03886577601090357,0.04913748661122888,-0.1377834335898942,0.5631768953068592
BKG,RF,10,short,H4,HighVol,0.03886577601090357,0.04913748661122888,-0.1377834335898942,0.5631768953068592
BKG,LSTM_MLP,10,short,H4,Overall,0.05706438436356295,0.07336465262094087,-1.536339936766594,0.5252707581227437
BKG,LSTM_MLP,10,short,H4,HighVol,0.05706438436356295,0.07336465262094087,-1.536339936766594,0.5252707581227437
BKG,SVR,30,medium,H4,Overall,0.10040345700818845,0.12789124222639373,-1.4434453021551126,0.5727272727272728
BKG,SVR,30,medium,H4,HighVol,0.10040345700818845,0.12789124222639373,-1.4434453021551126,0.5727272727272728
BKG,RF,30,medium,H4,Overall,0.08651012677060878,0.10726679613231616,-0.7189040247904337,0.6854545454545454
BKG,RF,30,medium,H4,HighVol,0.08651012677060878,0.10726679613231616,-0.7189040247904337,0.6854545454545454
BKG,LSTM_MLP,30,medium,H4,Overall,0.08599531191568544,0.10604415035786845,-0.6799426023590502,0.6290909090909091
BKG,LSTM_MLP,30,medium,H4,HighVol,0.08599531191568544,0.10604415035786845,-0.6799426023590502,0.6290909090909091
BKG,SVR,60,long,H4,Overall,0.11189093936936463,0.13938464592791155,-0.9282289029052428,0.5716911764705882
BKG,SVR,60,long,H4,HighVol,0.11189093936936463,0.13938464592791155,-0.9282289029052428,0.5716911764705882
BKG,RF,60,long,H4,Overall,0.07175711647269213,0.08688531970353595,0.25075902052091703,0.7334558823529411
BKG,RF,60,long,H4,HighVol,0.07175711647269213,0.08688531970353595,0.25075902052091703,0.7334558823529411
BKG,LSTM_MLP,60,long,H4,Overall,0.08568539923717151,0.10543680287635034,-0.10334967886566382,0.6599264705882353
BKG,LSTM_MLP,60,long,H4,HighVol,0.08568539923717151,0.10543680287635034,-0.10334967886566382,0.6599264705882353
FRAS,SVR,5,short,H4,Overall,0.0624716469079699,0.07681311735675925,-2.7802201238735034,0.4990990990990991
FRAS,SVR,5,short,H4,HighVol,0.0624716469079699,0.07681311735675925,-2.7802201238735034,0.4990990990990991
FRAS,RF,5,short,H4,Overall,0.049727796155982634,0.06299246919061725,-1.5422811231381055,0.4846846846846847
FRAS,RF,5,short,H4,HighVol,0.049727796155982634,0.06299246919061725,-1.5422811231381055,0.4846846846846847
FRAS,LSTM_MLP,5,short,H4,Overall,0.07177006702724022,0.08359795754504107,-3.4775211108677633,0.5045045045045045
FRAS,LSTM_MLP,5,short,H4,HighVol,0.07177006702724022,0.08359795754504107,-3.4775211108677633,0.5045045045045045
FRAS,SVR,10,short,H4,Overall,0.08972770272268708,0.10942668702985761,-2.3175483958097782,0.5397111913357401
FRAS,SVR,10,short,H4,HighVol,0.08972770272268708,0.10942668702985761,-2.3175483958097782,0.5397111913357401
FRAS,RF,10,short,H4,Overall,0.07195679989470856,0.08408318729167312,-0.9587954973771047,0.5
FRAS,RF,10,short,H4,HighVol,0.07195679989470856,0.08408318729167312,-0.9587954973771047,0.5
FRAS,LSTM_MLP,10,short,H4,Overall,0.09204293222568233,0.10401210176120984,-1.9973572558199066,0.5126353790613718
FRAS,LSTM_MLP,10,short,H4,HighVol,0.09204293222568233,0.10401210176120984,-1.9973572558199066,0.5126353790613718
FRAS,SVR,30,medium,H4,Overall,0.1374545423352816,0.173366265019118,-1.9522626316246536,0.6127272727272727
FRAS,SVR,30,medium,H4,HighVol,0.1374545423352816,0.173366265019118,-1.9522626316246536,0.6127272727272727
FRAS,RF,30,medium,H4,Overall,0.17836892812606747,0.20016992163736866,-2.9357131873405176,0.54
FRAS,RF,30,medium,H4,HighVol,0.17836892812606747,0.20016992163736866,-2.9357131873405176,0.54
FRAS,LSTM_MLP,30,medium,H4,Overall,0.13546360744092287,0.15555875291694246,-1.3769207903774028,0.5890909090909091
FRAS,LSTM_MLP,30,medium,H4,HighVol,0.13546360744092287,0.15555875291694246,-1.3769207903774028,0.5890909090909091
FRAS,SVR,60,long,H4,Overall,0.13534330461478242,0.16980901992827682,-1.6261126989131407,0.5165441176470589
FRAS,SVR,60,long,H4,HighVol,0.13534330461478242,0.16980901992827682,-1.6261126989131407,0.5165441176470589
FRAS,RF,60,long,H4,Overall,0.13789890014196018,0.15510110586570158,-1.190895370283568,0.5257352941176471
FRAS,RF,60,long,H4,HighVol,0.13789890014196018,0.15510110586570158,-1.190895370283568,0.5257352941176471
FRAS,LSTM_MLP,60,long,H4,Overall,0.15379561792033541,0.17898997945499773,-1.9177581132353856,0.5625
FRAS,LSTM_MLP,60,long,H4,HighVol,0.15379561792033541,0.17898997945499773,-1.9177581132353856,0.5625
