Stock,Model,Hypothesis,Regime,MAE,RMSE,R2,Direction_Accuracy
CCR,LSTM_MLP,H1,Overall,0.06469201502961275,0.07830690253024275,-3.8473506736271164,0.5225225225225225
CCR,LSTM_MLP,H1,HighVol,0.06469201502961275,0.07830690253024275,-3.8473506736271164,0.5225225225225225
FSJ,SVR,H1,Overall,0.3150941349026077,0.36153716981223943,-37.33013214052949,0.4918918918918919
FSJ,SVR,H1,HighVol,0.3150941349026077,0.36153716981223943,-37.33013214052949,0.4918918918918919
FSJ,RF,H1,Overall,0.10797582602106101,0.12156362469640429,-3.3335288353774954,0.4864864864864865
FSJ,RF,H1,HighVol,0.10797582602106101,0.12156362469640429,-3.3335288353774954,0.4864864864864865
FSJ,LSTM_MLP,H1,Overall,0.10739992248593165,0.13265093406589046,-4.160063349082593,0.5027027027027027
FSJ,LSTM_MLP,H1,HighVol,0.10739992248593165,0.13265093406589046,-4.160063349082593,0.5027027027027027
HVPE,SVR,H1,Overall,0.02716701981737422,0.033970801999093775,-0.2783744689355525,0.5441441441441441
HVPE,SVR,H1,HighVol,0.02716701981737422,0.033970801999093775,-0.2783744689355525,0.5441441441441441
HVPE,RF,H1,Overall,0.03689265061769331,0.04710365482174402,-1.4578518408064713,0.4990990990990991
HVPE,RF,H1,HighVol,0.03689265061769331,0.04710365482174402,-1.4578518408064713,0.4990990990990991
HVPE,LSTM_MLP,H1,Overall,0.04880747781586706,0.06085190004967442,-3.1019916785819195,0.4810810810810811
HVPE,LSTM_MLP,H1,HighVol,0.04880747781586706,0.06085190004967442,-3.1019916785819195,0.4810810810810811
HIK,SVR,H1,Overall,0.039107757989780445,0.04938149044392622,-1.176293422744405,0.4846846846846847
HIK,SVR,H1,HighVol,0.039107757989780445,0.04938149044392622,-1.176293422744405,0.4846846846846847
HIK,RF,H1,Overall,0.027640786756036713,0.03482250072195007,-0.08220359950068601,0.5675675675675675
HIK,RF,H1,HighVol,0.027640786756036713,0.03482250072195007,-0.08220359950068601,0.5675675675675675
HIK,LSTM_MLP,H1,Overall,0.05204018715560139,0.06743090639298237,-3.057953412676918,0.46306306306306305
HIK,LSTM_MLP,H1,HighVol,0.05204018715560139,0.06743090639298237,-3.057953412676918,0.46306306306306305
ABF,SVR,H1,Overall,0.028967534131183578,0.03826673420200174,-0.300588442939693,0.5027027027027027
ABF,SVR,H1,HighVol,0.028967534131183578,0.03826673420200174,-0.300588442939693,0.5027027027027027
ABF,RF,H1,Overall,0.0267493441259402,0.0370667365857437,-0.22029770469706378,0.5117117117117117
ABF,RF,H1,HighVol,0.0267493441259402,0.0370667365857437,-0.22029770469706378,0.5117117117117117
ABF,LSTM_MLP,H1,Overall,0.058957927635973184,0.07364720695837498,-3.81736610929413,0.5099099099099099
ABF,LSTM_MLP,H1,HighVol,0.058957927635973184,0.07364720695837498,-3.81736610929413,0.5099099099099099
FEML,SVR,H1,Overall,0.026702706851250233,0.03202308549072727,-1.4114313711929833,0.45225225225225224
FEML,SVR,H1,HighVol,0.026702706851250233,0.03202308549072727,-1.4114313711929833,0.45225225225225224
FEML,RF,H1,Overall,0.01651607943893816,0.020892052640768988,-0.026386142386064293,0.5261261261261261
FEML,RF,H1,HighVol,0.01651607943893816,0.020892052640768988,-0.026386142386064293,0.5261261261261261
FEML,LSTM_MLP,H1,Overall,0.05783742360405999,0.06911458234000338,-10.232797580621382,0.45045045045045046
FEML,LSTM_MLP,H1,HighVol,0.05783742360405999,0.06911458234000338,-10.232797580621382,0.45045045045045046
CHI,SVR,H1,Overall,0.04432199489715849,0.051150765553793574,-2.4605106617024717,0.41621621621621624
CHI,SVR,H1,HighVol,0.04432199489715849,0.051150765553793574,-2.4605106617024717,0.41621621621621624
CHI,RF,H1,Overall,0.037703698309239635,0.044950482284937664,-1.6724194695695465,0.436036036036036
CHI,RF,H1,HighVol,0.037703698309239635,0.044950482284937664,-1.6724194695695465,0.436036036036036
CHI,LSTM_MLP,H1,Overall,0.10518683706946004,0.13970821714640438,-24.815456946171544,0.44144144144144143
CHI,LSTM_MLP,H1,HighVol,0.10518683706946004,0.13970821714640438,-24.815456946171544,0.44144144144144143
CYN,SVR,H1,Overall,0.028699924627252606,0.03589051429319175,-0.2974918871751737,0.5423423423423424
CYN,SVR,H1,HighVol,0.028699924627252606,0.03589051429319175,-0.2974918871751737,0.5423423423423424
CYN,RF,H1,Overall,0.03968710949147046,0.04734620241573877,-1.2579565929167673,0.4882882882882883
CYN,RF,H1,HighVol,0.03968710949147046,0.04734620241573877,-1.2579565929167673,0.4882882882882883
CYN,LSTM_MLP,H1,Overall,0.06796895399823759,0.08371693379007067,-6.059467039525534,0.4828828828828829
CYN,LSTM_MLP,H1,HighVol,0.06796895399823759,0.08371693379007067,-6.059467039525534,0.4828828828828829
