Stock,Model,Hypothesis,Regime,MAE,RMSE,R2,Direction_Accuracy
PHAR,LSTM_MLP,H1,Overall,0.04565214855433684,0.058442000891293706,-1.2419325210851704,0.5369369369369369
PHAR,LSTM_MLP,H1,HighVol,0.04565214855433684,0.058442000891293706,-1.2419325210851704,0.5369369369369369
CARR,SVR,H1,Overall,0.05447769521630668,0.066052166645446,-1.002884274485067,0.4018018018018018
CARR,SVR,H1,HighVol,0.05447769521630668,0.066052166645446,-1.002884274485067,0.4018018018018018
CARR,RF,H1,Overall,0.03595833302567279,0.04976682985973575,-0.13700316898588638,0.45585585585585586
CARR,RF,H1,HighVol,0.03595833302567279,0.04976682985973575,-0.13700316898588638,0.45585585585585586
CARR,LSTM_MLP,H1,Overall,0.09261149863403427,0.11949546957751357,-5.555179694411483,0.43423423423423424
CARR,LSTM_MLP,H1,HighVol,0.09261149863403427,0.11949546957751357,-5.555179694411483,0.43423423423423424
IWG,SVR,H1,Overall,0.05426153851623063,0.06812206496043398,-0.6252611539491137,0.5045045045045045
IWG,SVR,H1,HighVol,0.05426153851623063,0.06812206496043398,-0.6252611539491137,0.5045045045045045
IWG,RF,H1,Overall,0.045076623453122154,0.06216783155837021,-0.35356459326446377,0.47927927927927927
IWG,RF,H1,HighVol,0.045076623453122154,0.06216783155837021,-0.35356459326446377,0.47927927927927927
IWG,LSTM_MLP,H1,Overall,0.06147137898657318,0.07947694990496448,-1.2122282330060141,0.47927927927927927
IWG,LSTM_MLP,H1,HighVol,0.06147137898657318,0.07947694990496448,-1.2122282330060141,0.47927927927927927
ULVR,SVR,H1,Overall,0.020394129122022677,0.0255171167149635,-0.5786873910966193,0.45045045045045046
ULVR,SVR,H1,HighVol,0.020394129122022677,0.0255171167149635,-0.5786873910966193,0.45045045045045046
ULVR,RF,H1,Overall,0.018187329429056157,0.02250050244813959,-0.22748833207346353,0.4810810810810811
ULVR,RF,H1,HighVol,0.018187329429056157,0.02250050244813959,-0.22748833207346353,0.4810810810810811
ULVR,LSTM_MLP,H1,Overall,0.04376297292071799,0.054389098453989315,-6.172270496417479,0.4018018018018018
ULVR,LSTM_MLP,H1,HighVol,0.04376297292071799,0.054389098453989315,-6.172270496417479,0.4018018018018018
JUSC,SVR,H1,Overall,0.046020471933712656,0.056372542097688876,-2.116462261844024,0.5081081081081081
JUSC,SVR,H1,HighVol,0.046020471933712656,0.056372542097688876,-2.116462261844024,0.5081081081081081
JUSC,RF,H1,Overall,0.0255202543622805,0.034186812099679206,-0.146156292372162,0.4936936936936937
JUSC,RF,H1,HighVol,0.0255202543622805,0.034186812099679206,-0.146156292372162,0.4936936936936937
JUSC,LSTM_MLP,H1,Overall,0.0442477225301064,0.05809809826370971,-2.3101712824381706,0.4900900900900901
JUSC,LSTM_MLP,H1,HighVol,0.0442477225301064,0.05809809826370971,-2.3101712824381706,0.4900900900900901
FOUR,SVR,H1,Overall,0.04928446921646895,0.06394615660950453,-0.9644985869453475,0.5063063063063064
FOUR,SVR,H1,HighVol,0.04928446921646895,0.06394615660950453,-0.9644985869453475,0.5063063063063064
FOUR,RF,H1,Overall,0.06856080297105865,0.0864120467704932,-2.5873306727988963,0.4954954954954955
FOUR,RF,H1,HighVol,0.06856080297105865,0.0864120467704932,-2.5873306727988963,0.4954954954954955
FOUR,LSTM_MLP,H1,Overall,0.17748426119783967,0.19760895642528628,-17.76014004797004,0.47387387387387386
FOUR,LSTM_MLP,H1,HighVol,0.17748426119783967,0.19760895642528628,-17.76014004797004,0.47387387387387386
CCC,SVR,H1,Overall,0.040786244951272824,0.051445721824234056,-1.0178253599289082,0.46846846846846846
CCC,SVR,H1,HighVol,0.040786244951272824,0.051445721824234056,-1.0178253599289082,0.46846846846846846
CCC,RF,H1,Overall,0.030743284894414493,0.039787160673662995,-0.20689903828785483,0.5333333333333333
CCC,RF,H1,HighVol,0.030743284894414493,0.039787160673662995,-0.20689903828785483,0.5333333333333333
CCC,LSTM_MLP,H1,Overall,0.07056261165112947,0.09062639157270039,-5.26173122422296,0.44684684684684683
CCC,LSTM_MLP,H1,HighVol,0.07056261165112947,0.09062639157270039,-5.26173122422296,0.44684684684684683
WWH,SVR,H1,Overall,0.02236721590022785,0.026793451354066532,-1.163641257267761,0.45765765765765765
WWH,SVR,H1,HighVol,0.02236721590022785,0.026793451354066532,-1.163641257267761,0.45765765765765765
WWH,RF,H1,Overall,0.01585406898883719,0.020510900143608977,-0.26793612172441095,0.5513513513513514
WWH,RF,H1,HighVol,0.01585406898883719,0.020510900143608977,-0.26793612172441095,0.5513513513513514
WWH,LSTM_MLP,H1,Overall,0.04025999882088546,0.04970042018679339,-6.444714624969502,0.45765765765765765
WWH,LSTM_MLP,H1,HighVol,0.04025999882088546,0.04970042018679339,-6.444714624969502,0.45765765765765765
CCL,SVR,H1,Overall,0.094324169602906,0.1239449043443262,-2.0450593488939273,0.4990990990990991
CCL,SVR,H1,HighVol,0.094324169602906,0.1239449043443262,-2.0450593488939273,0.4990990990990991
CCL,RF,H1,Overall,0.07624550682608101,0.095791278806837,-0.8188226356745354,0.5261261261261261
CCL,RF,H1,HighVol,0.07624550682608101,0.095791278806837,-0.8188226356745354,0.5261261261261261
CCL,LSTM_MLP,H1,Overall,0.06457155443361473,0.0840393856332975,-0.39992299080082105,0.5135135135135135
CCL,LSTM_MLP,H1,HighVol,0.06457155443361473,0.0840393856332975,-0.39992299080082105,0.5135135135135135
SCF,SVR,H1,Overall,0.03063523680857546,0.035287983835067115,-1.6107484400798224,0.42702702702702705
SCF,SVR,H1,HighVol,0.03063523680857546,0.035287983835067115,-1.6107484400798224,0.42702702702702705
SCF,RF,H1,Overall,0.020301792983407646,0.02574330357388414,-0.38944030149464015,0.44684684684684683
SCF,RF,H1,HighVol,0.020301792983407646,0.02574330357388414,-0.38944030149464015,0.44684684684684683
SCF,LSTM_MLP,H1,Overall,0.07628701507088786,0.09774090589555666,-19.029220852345944,0.4846846846846847
SCF,LSTM_MLP,H1,HighVol,0.07628701507088786,0.09774090589555666,-19.029220852345944,0.4846846846846847
ANTO,SVR,H1,Overall,0.04589245713169224,0.058745694562006276,-0.44985286052788065,0.5405405405405406
ANTO,SVR,H1,HighVol,0.04589245713169224,0.058745694562006276,-0.44985286052788065,0.5405405405405406
ANTO,RF,H1,Overall,0.06017173633400093,0.0757424731412676,-1.410187374345211,0.4918918918918919
ANTO,RF,H1,HighVol,0.06017173633400093,0.0757424731412676,-1.410187374345211,0.4918918918918919
ANTO,LSTM_MLP,H1,Overall,0.058863310210716537,0.0744230675663965,-1.326949603144461,0.5333333333333333
ANTO,LSTM_MLP,H1,HighVol,0.058863310210716537,0.0744230675663965,-1.326949603144461,0.5333333333333333
FCSS,SVR,H1,Overall,0.03418529673741926,0.04474166609470671,-0.09345020156920714,0.43423423423423424
FCSS,SVR,H1,HighVol,0.03418529673741926,0.04474166609470671,-0.09345020156920714,0.43423423423423424
FCSS,RF,H1,Overall,0.030850902837892866,0.04248313232163643,0.014156982798856355,0.5675675675675675
FCSS,RF,H1,HighVol,0.030850902837892866,0.04248313232163643,0.014156982798856355,0.5675675675675675
FCSS,LSTM_MLP,H1,Overall,0.06635257758892633,0.08445346923807026,-2.895916976267683,0.4954954954954955
FCSS,LSTM_MLP,H1,HighVol,0.06635257758892633,0.08445346923807026,-2.895916976267683,0.4954954954954955
BT-A,SVR,H1,Overall,0.046679180366119996,0.058817679499581936,-0.8880941550333032,0.5081081081081081
BT-A,SVR,H1,HighVol,0.046679180366119996,0.058817679499581936,-0.8880941550333032,0.5081081081081081
BT-A,RF,H1,Overall,0.038124674081192744,0.05110706303410084,-0.4255082100770675,0.5495495495495496
BT-A,RF,H1,HighVol,0.038124674081192744,0.05110706303410084,-0.4255082100770675,0.5495495495495496
BT-A,LSTM_MLP,H1,Overall,0.05081744292000238,0.0672054479574036,-1.4649994980382517,0.5243243243243243
BT-A,LSTM_MLP,H1,HighVol,0.05081744292000238,0.0672054479574036,-1.4649994980382517,0.5243243243243243
PCGH,SVR,H1,Overall,0.01477520971478473,0.01809682989560573,-0.2083556044106638,0.418018018018018
PCGH,SVR,H1,HighVol,0.01477520971478473,0.01809682989560573,-0.2083556044106638,0.418018018018018
PCGH,RF,H1,Overall,0.014130445518573537,0.017598489658896172,-0.1427218903434173,0.45045045045045046
PCGH,RF,H1,HighVol,0.014130445518573537,0.017598489658896172,-0.1427218903434173,0.45045045045045046
PCGH,LSTM_MLP,H1,Overall,0.03233190147744038,0.04146784184160914,-5.344722313260605,0.5117117117117117
PCGH,LSTM_MLP,H1,HighVol,0.03233190147744038,0.04146784184160914,-5.344722313260605,0.5117117117117117
RCP,SVR,H1,Overall,0.031822800924945896,0.04128149030286656,-1.388270128133529,0.46126126126126127
RCP,SVR,H1,HighVol,0.031822800924945896,0.04128149030286656,-1.388270128133529,0.46126126126126127
RCP,RF,H1,Overall,0.022608763803782905,0.02904939920084636,-0.18262490715709334,0.4774774774774775
RCP,RF,H1,HighVol,0.022608763803782905,0.02904939920084636,-0.18262490715709334,0.4774774774774775
RCP,LSTM_MLP,H1,Overall,0.054131618959927345,0.07327236499189078,-6.524075254459242,0.4900900900900901
RCP,LSTM_MLP,H1,HighVol,0.054131618959927345,0.07327236499189078,-6.524075254459242,0.4900900900900901
CRDA,SVR,H1,Overall,0.03415588643395154,0.043354427176858557,-0.3032595847799038,0.5513513513513514
CRDA,SVR,H1,HighVol,0.03415588643395154,0.043354427176858557,-0.3032595847799038,0.5513513513513514
CRDA,RF,H1,Overall,0.03212105616083428,0.04061744892505753,-0.1439032892032599,0.45765765765765765
CRDA,RF,H1,HighVol,0.03212105616083428,0.04061744892505753,-0.1439032892032599,0.45765765765765765
CRDA,LSTM_MLP,H1,Overall,0.06888252941926233,0.08559440505861857,-4.079895495104868,0.46126126126126127
CRDA,LSTM_MLP,H1,HighVol,0.06888252941926233,0.08559440505861857,-4.079895495104868,0.46126126126126127
JFJ,SVR,H1,Overall,0.02329960541866694,0.029230157629303533,-0.5008689368624029,0.45225225225225224
JFJ,SVR,H1,HighVol,0.02329960541866694,0.029230157629303533,-0.5008689368624029,0.45225225225225224
JFJ,RF,H1,Overall,0.022329383994174497,0.027661920931480437,-0.3441419197757478,0.4486486486486487
JFJ,RF,H1,HighVol,0.022329383994174497,0.027661920931480437,-0.3441419197757478,0.4486486486486487
JFJ,LSTM_MLP,H1,Overall,0.0536450020454183,0.06524290871460432,-6.477339232684664,0.45765765765765765
JFJ,LSTM_MLP,H1,HighVol,0.0536450020454183,0.06524290871460432,-6.477339232684664,0.45765765765765765
CCR,SVR,H1,Overall,0.04146981719539695,0.05084780840745599,-1.0438490914007192,0.5117117117117117
CCR,SVR,H1,HighVol,0.04146981719539695,0.05084780840745599,-1.0438490914007192,0.5117117117117117
CCR,RF,H1,Overall,0.09304585394163209,0.10960208898470293,-8.496028547788846,0.5261261261261261
CCR,RF,H1,HighVol,0.09304585394163209,0.10960208898470293,-8.496028547788846,0.5261261261261261
